institucion,puesto,requisitos,departamento,plazas,salario,fecha_limite,url,fecha_extraccion
MUNICIPALIDAD PROVINCIAL DE ANTA,CAS N° 003-2026: GERENTE DE INSTITUTO VIAL PROVINCIAL (IVP),PROFESIONAL TITULADO COLEGIADO Y HABILITADO EN INGENIERÍA CIVIL O AFINES,Cusco,1,5500,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-003-2026-gerente-instituto-vial-provincial-ivp-municipalidad-anta-cusco-600380.html,2026-05-12T23:14:26
MUNICIPALIDAD PROVINCIAL DE ANTA,CAS N° 003-2026: RESPONSABLE DE LA OFICINA DE OMAPED,"PROFESIONAL TITULADO COLEGIADO Y HABILITADO DE LAS CARRERAS DE SALUD, EDUCACIÓN O AFINES",Cusco,1,3000,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-003-2026-responsable-oficina-omaped-municipalidad-provincial-anta-cusco-600379.html,2026-05-12T23:14:26
MUNICIPALIDAD PROVINCIAL DE ANTA,CAS N° 003-2026: RESPONSABLE DEL CENTRO INTEGRAL DE ATENCIÓN AL ADULTO MAYOR - CIAM,"PROFESIONAL TITULADO COLEGIADO Y HABILITADO EN ECONOMÍA, ADMINISTRACIÓN Y/O CARRERAS AFINES",Cusco,1,3000,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-003-2026-responsable-del-centro-integral-atencion-adulto-municipalidad-provincial-anta-cusco-600378.html,2026-05-12T23:14:26
MUNICIPALIDAD PROVINCIAL DE ANTA,"CAS N° 003-2026: SUBGERENTE DE MERCADOS, CAMAL, CEMENTERIO Y POLICÍA MUNICIPAL","PROFESIONAL TITULADO, COLEGIADO Y HABILITADO EN BIOLOGÍA, ANTROPOLOGÍA, MEDICINA VETERINARIA Y/O CARRERAS AFINES AL CARGO",Cusco,1,4500,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-003-2026-subgerente-mercados-camal-cementerio-policia-municipalidad-provincial-anta-cusco-600377.html,2026-05-12T23:14:26
MUNICIPALIDAD PROVINCIAL DE ANTA,CAS N° 003-2026: SUBGERENTE DE CONTABILIDAD,"PROFESIONAL TITULADO, COLEGIADO Y HABILITADO EN CONTABILIDAD",Cusco,1,4500,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-003-2026-subgerente-contabilidad-municipalidad-provincial-anta-cusco-600376.html,2026-05-12T23:14:26
MUNICIPALIDAD PROVINCIAL DE ANTA,CAS N° 003-2026: ESPECIALISTA LEGAL,"PROFESIONAL TITULADO, COLEGIADO Y HABILITADO EN DERECHO",Cusco,1,3270,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-003-2026-especialista-legal-municipalidad-provincial-anta-cusco-600375.html,2026-05-12T23:14:26
MUNICIPALIDAD PROVINCIAL DE ANTA,CAS N° 003-2026: ASISTENTE TÉCNICO I,TÉCNICO TITULADO O BACHILLER UNIVERSITARIO EN CONTABILIDAD O DERECHO,Cusco,1,2700,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-003-2026-asistente-tecnico-municipalidad-provincial-anta-cusco-600374.html,2026-05-12T23:14:26
MUNICIPALIDAD PROVINCIAL DE ANTA,CAS N° 003-2026: AUXILIAR COACTIVO,"TÉCNICO TITULADO O BACHILLER UNIVERSITARIO EN DERECHO, CONTABILIDAD, ECONOMÍA, ADMINISTRACIÓN Y/O AFINES",Cusco,1,2700,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-003-2026-auxiliar-coactivo-municipalidad-provincial-anta-cusco-600373.html,2026-05-12T23:14:26
MUNICIPALIDAD PROVINCIAL DE ANTA,CAS N° 003-2026: CONDUCTOR,EGRESADO: TÉCNICO O UNIVERSITARIO. CON LICENCIA DE CONDUCIR AIIB.,Cusco,1,2400,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-003-2026-conductor-municipalidad-provincial-anta-cusco-600372.html,2026-05-12T23:14:26
MUNICIPALIDAD PROVINCIAL DE ANTA,CAS N° 003-2026: CONTROLADOR DE COMBUSTIBLE Y MATERIALES,"EGRESADO: TÉCNICO O UNIVERSITARIO EN ADMINISTRACIÓN, CONTABILIDAD Y/O AFINES",Cusco,1,2400,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-003-2026-controlador-combustible-materiales-municipalidad-provincial-anta-cusco-600371.html,2026-05-12T23:14:26
MUNICIPALIDAD PROVINCIAL DE ANTA,CAS N° 003-2026: COTIZADOR,"PROFESIONAL TITULADO, COLEGIADO Y HABILITADO EN ADMINISTRACIÓN O CONTABILIDAD",Cusco,1,3270,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-003-2026-cotizador-municipalidad-provincial-anta-cusco-600370.html,2026-05-12T23:14:26
MUNICIPALIDAD PROVINCIAL DE ANTA,CAS N° 003-2026: NOTIFICADOR,"EGRESADO: TÉCNICO O UNIVERSITARIO EN CONTABILIDAD, ADMINISTRACIÓN Y/O AFINES",Cusco,1,2400,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-003-2026-notificador-municipalidad-provincial-anta-cusco-600369.html,2026-05-12T23:14:26
MUNICIPALIDAD PROVINCIAL DE ANTA,CAS N° 003-2026: FISCALIZADOR,"PROFESIONAL ARQUITECTO(A) TITULADO, COLEGIADO Y HABILITADO",Cusco,1,3000,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-003-2026-fiscalizador-municipalidad-provincial-anta-cusco-600368.html,2026-05-12T23:14:26
MUNICIPALIDAD PROVINCIAL DE ANTA,CAS N° 003-2026: ASISTENTE TECNICO,EGRESADO: TÉCNICO O UNIVERSITARIO EN CIENCIAS CONTABLES Y FINANCIERA O ADMINISTRACIÓN,Cusco,1,2400,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-003-2026-asistente-tecnico-municipalidad-provincial-anta-cusco-600367.html,2026-05-12T23:14:26
MUNICIPALIDAD PROVINCIAL DE ANTA,CAS N° 003-2026: ASISTENTE TECNICO,"EGRESADO: TECNICO O UNIVERSITARIO EN INGENIERIA INFORMATICA Y DE SISTEMAS, ADMINISTRACIÓN O ECONOMIA",Cusco,1,2400,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-003-2026-asistente-tecnico-municipalidad-provincial-anta-cusco-600366.html,2026-05-12T23:14:26
MUNICIPALIDAD PROVINCIAL DE ANTA,CAS N° 003-2026: INSPECTORES DE TRANSPORTE,CERTIFICADO DE ESTUDIOS SECUNDARIOS COMPLETOS,Cusco,5,1600,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-003-2026-inspectores-transporte-municipalidad-provincial-anta-cusco-600365.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: NO ESPECIFICA,NO ESPECIFICA,Lima,1,2699,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-especifica-red-salud-canete-yauyos-lima-600358.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: TECNICO EN SOPORTE INFORMATICO,Técnico Informático / Técnico en computación o bachiller universitario en Ingeniería de Sistemas,Lima,1,2699,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-tecnico-soporte-informatico-red-salud-canete-yauyos-lima-600357.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: TECNICO ELECTRICISTA Y/O ELECTRONICO Y/O MECANICO/O ELECTROMECANICO,Título de Técnico ELECTRICISTA Y/O ELECTRONICO Y/O MECANICO/O ELECTROMECANICO,Lima,2,2699,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-tecnico-electricista-electronico-mecanico-electromecanico-red-salud-canete-yauyos-lima-600356.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: TECNICO CON COMPETENCIAS EN EQUIPOS BIOMETRICOS,Título de Técnico Mecatrónica o Tec. Biomédico o Tec. Electrónico y/o Bachiller,Lima,1,2699,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-tecnico-con-competencias-equipos-biometricos-red-salud-canete-yauyos-lima-600355.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: TECNICOS PARA CAJA,Titulado Técnico(a) en carreras Administrativas,Lima,3,2226,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-tecnicos-caja-red-salud-canete-yauyos-lima-600353.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: PROFESIONAL DE LA SALUD - UNIDAD DE SEGUROS,Profesional de la Salud en cualquier especialidad,Lima,1,4675,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-profesional-salud-unidad-seguros-red-canete-yauyos-lima-600352.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: PERSONAL PARA ADMISION Y ARCHIVO,Titulado Técnico(a) en carreras Administrativas,Lima,2,2221,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-personal-admision-archivo-red-salud-canete-yauyos-lima-600351.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: PILOTO DE AMBULANCIA,Secundaria Completa. Licencia de Conducir A2B.,Lima,1,2996,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-piloto-ambulancia-red-salud-canete-yauyos-lima-600350.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: PROFESIONAL DE LA SALUD - TELECONSULTORIO,TITULO UNIVERSITARIO EN CIENCIAS DE LA SALUD Y/O A FINES,Lima,1,4675,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-profesional-salud-teleconsultorio-red-canete-yauyos-lima-600349.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: PROFESIONAL DE LA SALUD - REFERENCIAS Y CONTRAREFERENCIAS,TITULO UNIVERSITARIO EN CIENCIAS DE LA SALUD Y/O A FINES,Lima,2,4675,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-profesional-salud-referencias-contrareferencias-red-canete-yauyos-lima-600348.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: PROFESIONAL DE LA SALUD - ESPECIALISTA EN EPIDEMIOLOGIA,TITULO UNIVERSITARIO EN CIENCIAS DE LA SALUO,Lima,2,5959,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-profesional-salud-especialista-epidemiologia-red-canete-yauyos-lima-600347.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: PROFESIONAL DE LA SALUD - PLATAFORMA DE ATENCION AL USUARIO PROFESIONAL,TITULO UNIVERSITARIO EN CIENCIAS DE LA SALUD Y/O A FINES,Lima,2,4675,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-profesional-salud-plataforma-atencion-usuario-red-canete-yauyos-lima-600346.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: PROFESIONAL MEDICO (CALIDAD Y AUDITORIA),Título de MÉDICO CIRUJANO,Lima,1,7935,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-profesional-medico-calidad-auditoria-red-salud-canete-yauyos-lima-600345.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: TECNICO ASISTENCIAL DE LA SALUD - SERVICIO DE RAYOS X,Titulado Técnico en Carreras en Salud o Afines al Cargo,Lima,2,2699,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-tecnico-asistencial-salud-servicio-rayos-red-canete-yauyos-lima-600344.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: TECNICO ASISTENCIAL DE LA SALUD - SERVICIO DE FARMACIA,Tituado Técnico(a) en Farmacia,Lima,4,2699,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-tecnico-asistencial-salud-servicio-farmacia-red-canete-yauyos-lima-600343.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: TECNICO ASISTENCIAL DE LA SALUD - SERVICIO DE ENFERMERIA,Técnico(a) en Enfermería,Lima,9,2699,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-tecnico-asistencial-salud-servicio-enfermeria-red-canete-yauyos-lima-600342.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: QUIMICO FARMACEUTICO,Titulado Universitario de Químico Farmacéutico y Bioquímico,Lima,1,5663,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-quimico-farmaceutico-red-salud-canete-yauyos-lima-600341.html,2026-05-12T23:14:26
MUNICIPALIDAD EL ALGARROBAL,CAS N° 006: FISCALIZADOR TRUBUTARIO,"Bachiller en ingeniería civil y Arquitecto y/o técnico o
egresado en construcción civil.",Moquegua,1,4500,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-006-fiscalizador-trubutario-municipalidad-algarrobal-moquegua-600340.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: NUTRICIONISTA,Licenciado(a) en Nutrición,Lima,1,5663,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-nutricionista-red-salud-canete-yauyos-lima-600339.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: TECNICO ASISTENCIAL DE LA SALUD - SERVICIO DE LABORATORIO,Titulado Técnico en Laboratorio,Lima,3,2699,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-tecnico-asistencial-salud-servicio-laboratorio-red-canete-yauyos-lima-600338.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: TRABAJADORA SOCIAL,Licenciado(a) en Trabajo Social,Lima,2,5663,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-trabajadora-social-red-salud-canete-yauyos-lima-600337.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: BIOLOGO/ TECNOLOGO MEDICO LABORATORIO CLINICO Y ANATOMIA PATOLOGICA,"Titulado universitario de Biólogo y/o Tecnólogo Médico, Laboratorio Clínico y Anatomía Patológica",Lima,3,5663,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-biologo-tecnologo-medico-laboratorio-clinico-patologica-red-salud-canete-yauyos-lima-600336.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: TECNOLOGO MEDICO EN RADIOLOGIA,Licenciado(a) en Tecnología Médica en Radiología,Lima,2,5663,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-tecnologo-medico-radiologia-red-salud-canete-yauyos-lima-600335.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: PSICOLOGO,Licenciado(a) en Psicología,Lima,2,5663,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-psicologo-red-salud-canete-yauyos-lima-600334.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: CIRUJANO DENTISTA,Título de Cirujano Dentista,Lima,1,5663,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-cirujano-dentista-red-salud-canete-yauyos-lima-600333.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: OBSTETRA,Licenciado(a) en Obstetricia,Lima,10,5663,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-obstetra-red-salud-canete-yauyos-lima-600332.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: MEDICO CIRUJANO,Título de Médico Cirujano,Lima,2,7935,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-medico-cirujano-red-salud-canete-yauyos-lima-600331.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: ENFERMERA/O,Título de Licenciado(a) en Enfermería,Lima,10,5663,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-enfermera-red-salud-canete-yauyos-lima-600330.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: MEDICO ESPECIALISTA - MEDICINA FAMILIAR Y COMUNITARIA,Título de Médico Cirujano - ESPECIALISTA EN MEDICINA FAMILIAR,Lima,2,7935,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-medico-especialista-medicina-familiar-comunitaria-red-salud-canete-yauyos-lima-600329.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: MEDICO ESPECIALISTA - GINECOLOGIA Y OBSTETRICIA,Título de Médico Cirujano - Especialista en Ginecología y Obstetricia,Lima,3,7935,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-medico-especialista-ginecologia-obstetricia-red-salud-canete-yauyos-lima-600328.html,2026-05-12T23:14:26
RED DE SALUD CAÑETE YAUYOS,CAS N° 001-2026: MEDICO ESPECIALISTA - PEDIATRIA,Título de Médico Cirujano - Especialista en Pediatría,Lima,2,7935,19/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-001-2026-medico-especialista-pediatria-red-salud-canete-yauyos-lima-600327.html,2026-05-12T23:14:26
MUNICIPALIDAD DE SAN MIGUEL,CAS N° 075: SERENO GUIA CANINO,Secundaria Completa.,Lima,1,1500,21/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-075-sereno-guia-canino-municipalidad-san-miguel-lima-600326.html,2026-05-12T23:14:26
MUNICIPALIDAD DE SAN MIGUEL,CAS N° 074: SERENO A PIE,Secundaria Completa.,Lima,1,1500,21/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-074-sereno-pie-municipalidad-san-miguel-lima-600325.html,2026-05-12T23:14:26
MUNICIPALIDAD DE SAN MIGUEL,CAS N° 073: SERENO CHOFER,Secundaria Completa.,Lima,10,1800,21/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-073-sereno-chofer-municipalidad-san-miguel-lima-600324.html,2026-05-12T23:14:26
MUNICIPALIDAD DE SAN MIGUEL,CAS N° 072: SERENO MOTORIZADO,Secundaria Completa.,Lima,5,1700,21/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-072-sereno-motorizado-municipalidad-san-miguel-lima-600323.html,2026-05-12T23:14:26
MUNICIPALIDAD CORONEL PORTILLO,CAS N° 002: APOYO ADMINISTRATIVO,"Secundaria Completa o Estudiante Universitario y/o técnico de
todas las cerreras técnicas y/o universitarias.",Ucayali,1,1283,24/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-002-apoyo-administrativo-municipalidad-coronel-portillo-ucayali-600322.html,2026-05-12T23:14:26
MUNICIPALIDAD CORONEL PORTILLO,CAS N° 002: ASESOR LEGAL,"Abogado, colegiado y habilitado",Ucayali,1,2258,24/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-002-asesor-legal-municipalidad-coronel-portillo-ucayali-600321.html,2026-05-12T23:14:26
MUNICIPALIDAD CORONEL PORTILLO,CAS N° 002: SECRETARIA,"Secundaria Completa o Estudiante Universitario y/o técnico de
todas las cerreras técnicas y/o universitarias",Ucayali,1,1458,24/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-002-secretaria-municipalidad-coronel-portillo-ucayali-600320.html,2026-05-12T23:14:26
MUNICIPALIDAD CORONEL PORTILLO,CAS N° 002: ASISTENTE LEGAL,Bachiller en derecho,Ucayali,1,1708,24/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-002-asistente-legal-municipalidad-coronel-portillo-ucayali-600319.html,2026-05-12T23:14:26
MUNICIPALIDAD CORONEL PORTILLO,CAS N° 002: COORDINADOR OPERATIVO,Bachiller Universitario (Todas las carreras profesionales),Ucayali,1,2258,24/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-002-coordinador-operativo-municipalidad-coronel-portillo-ucayali-600318.html,2026-05-12T23:14:26
MUNICIPALIDAD CORONEL PORTILLO,CAS N° 002: RESPONSABLE DE LA UNIDAD EJECUTORA DE INVERSIONES,Ingeniero (a) Civil y/o Arquitecto (a).,Ucayali,1,3200,24/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-002-responsable-unidad-ejecutora-inversiones-municipalidad-coronel-portillo-ucayali-600317.html,2026-05-12T23:14:26
MUNICIPALIDAD CORONEL PORTILLO,CAS N° 002: ANALISTA DE LIQUIDACIONES,Bachiller en Administración o Contabilidad,Ucayali,1,2000,24/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-002-analista-liquidaciones-municipalidad-coronel-portillo-ucayali-600316.html,2026-05-12T23:14:26
MUNICIPALIDAD CORONEL PORTILLO,CAS N° 002: ASISTENTE LEGAL,"Estudiante del X Ciclo en adelante de la Carrera Universitaria
de Derecho.",Ucayali,1,1500,24/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-002-asistente-legal-municipalidad-coronel-portillo-ucayali-600315.html,2026-05-12T23:14:26
MUNICIPALIDAD CORONEL PORTILLO,CAS N° 002: COORDINADOR OPERATIVO,Ingeniero Ambiental Colegiado y Habilitado,Ucayali,1,3000,24/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-002-coordinador-operativo-municipalidad-coronel-portillo-ucayali-600314.html,2026-05-12T23:14:26
MUNICIPALIDAD CORONEL PORTILLO,CAS N° 002: ASESOR LEGAL,"Abogado, colegiado y habilitado.",Ucayali,1,2500,24/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-002-asesor-legal-municipalidad-coronel-portillo-ucayali-600313.html,2026-05-12T23:14:26
UGEL-7,CAS N° 047: ESPECIALISTA EN SUPERVISIÓN Y GESTIÓN DEL SERVICIO EDUCATIVO,Licenciado y/o profesor en Educación Secundaria o Primaria.,Lima,1,5364,22/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-047-especialista-supervision-gestion-del-servicio-educativo-ugel-lima-600312.html,2026-05-12T23:14:26
DIRECCIÓN DE EDUCACIÓN(DRE) ICA,CAS N° 004: SUPERVISOR UGEL REGIONES - PEDAGÓGICA,Titulado en Profesor/Licenciado en Educación.,Ica,1,4864,22/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-004-supervisor-ugel-regiones-pedagogica-direccion-educacion-dre-ica-600311.html,2026-05-12T23:14:26
DIRECCIÓN DE EDUCACIÓN(DRE) ICA,CAS N° 004: COORDINADOR (A) DE INNOVACION Y SOPORTE TECNOLÓGICO,"Egresado Técnico Superior (3 o 4 años) de las
carreras de: computación e informática o
computación o informática o en educación con
especialidad de computación o informática.",Ica,1,1714,22/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-004-coordinador-innovacion-soporte-tecnologico-direccion-educacion-dre-ica-600310.html,2026-05-12T23:14:26
DIRECCIÓN DE EDUCACIÓN(DRE) ICA,CAS N° 004: PROFESIONAL III PARA EQUIPO ITINERANTE DE CONVIVENCIA ESCOLAR,"Titulado Licenciado en Psicología, Docente o
Profesor, colegiado y habilitado.",Ica,1,3165,22/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-004-profesional-iii-equipo-itinerante-convivencia-escolar-direccion-educacion-dre-ica-600309.html,2026-05-12T23:14:26
GOBIERNO REGIONAL DE TACNA,CAS N° 006: ABOGADO/A,"Título profesional universitario en la carrera de Derecho
    requiere colegiatura y habilitación profesional",TACNA,1,3000,22/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-006-abogado-gobierno-regional-tacna-600308.html,2026-05-12T23:14:26
UGEL-3,CAS N° 067:	ABOGADO,"Titulo universitario en Derecho, con colegiatura y habilitación vigente.
    requiere colegiatura y habilitación profesional",Lima,1,5364,22/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-067-abogado-ugel-lima-600304.html,2026-05-12T23:14:26
INDECI,CAS N° 0084: ESPECIALISTA EN GESTION DEL RIESGO DE DESASTRES,Título en Ciencias Militares y/o Administración y/o Contabilidad y/o Economía y/o Ciencias de la Comunicación y/o Ing. Industrial y/o Ing. Geológica y/o Ingeniería Geográfica y otros,Junín,1,3500,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-0084-especialista-gestion-del-riesgo-desastres-indeci-junin-600303.html,2026-05-12T23:14:26
INDECI,CAS N° 0083: ESPECIALISTA DEL MÓDULO DE PRENSA,"Bachiller Universitario(a) de las Carreras de Ciencias de la
Comunicación o Periodismo.",Lima,1,4000,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-0083-especialista-del-modulo-prensa-indeci-lima-600302.html,2026-05-12T23:14:26
INDECI,CAS N° 0082: ANALISTA II DEL MÓDULO DE OPERACIONES,"Bachiller Universitario en Ciencias Militares, Ciencias Navales, Ingenierías o Ciencias de la Comunicación. Técnico Superior Titulado en Administración,
Computación e Informática, Comunicaciones",Lima,1,4000,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-0082-analista-del-modulo-operaciones-indeci-lima-600301.html,2026-05-12T23:14:26
INDECI,CAS N° 0081: ESPECIALISTA EN GESTION DEL RIESGO DEL DESASTRE,"Título Profesional en Arquitectura y/o Ing. Civil y/o Ciencias de la Comunicación y/o Administración y/o Economía, Contabilidad y/o Enfermería y/o Ing. Geológica y/o Ing. Ambiental y/o entre otros",Lambayeque,1,4735,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-0081-especialista-gestion-del-riesgo-desastre-indeci-lambayeque-600300.html,2026-05-12T23:14:26
INDECI,CAS N° 0080: ESPECIALISTA EN GESTIÓN REACTIVA,"Título Profesional en Geografía y/o Ingeniería Geográfica
y/o Geofísica",Lima,1,5435,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-0080-especialista-gestion-reactiva-indeci-lima-600299.html,2026-05-12T23:14:26
INDECI,"CAS N° 0079: ANALISTA EN SEGUIMIENTO, EVALUACION Y MONITOREO","Bachiller universitario en Ingeniería Civil y/o Ingeniería
Agrícola y/o Arquitectura",Lima,1,4435,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-0079-analista-seguimiento-evaluacion-monitoreo-indeci-lima-600298.html,2026-05-12T23:14:26
INDECI,CAS N° 0078: CONDUCTOR CON LICENCIA AIIB,Secundaria Completa. Licencia AIIB (Indispensable),Lima,1,2435,25/05/2026,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-cas-0078-conductor-con-licencia-aiib-indeci-lima-600297.html,2026-05-12T23:14:26
